AMT_INCOME_TOTAL,DAYS_EMPLOYED,NAME_INCOME_TYPE,CNT_CHILDREN,FLAG_OWN_CAR,FLAG_OWN_REALTY,TARGET
159079,365243,Pensioner,0,N,Y,1
133717,365243,Pensioner,1,Y,Y,1
143059,365243,Pensioner,0,N,N,1
315139,0,Working,0,N,Y,1
90740,0,Student,2,Y,Y,1
63908,0,Student,0,N,Y,1
261313,-2920,Working,1,Y,N,1
89452,0,Student,2,Y,Y,1
41971,0,Student,0,N,Y,1
278615,-2190,Working,0,N,N,1
469019,-6935,State servant,1,N,Y,0
129504,365243,Pensioner,2,N,N,1
403491,-7300,Working,0,N,N,1
131391,-4015,Working,0,N,N,1
409750,-11315,Working,2,Y,N,1
474399,-10585,Working,0,Y,Y,1
495051,-13505,Working,2,N,Y,1
361208,-10950,Working,1,N,N,1
971831,-2190,Commercial associate,1,Y,Y,0
404185,-2190,State servant,1,N,Y,0
836260,-1825,Commercial associate,0,N,N,1
196081,365243,Pensioner,0,Y,Y,1
298024,365243,Pensioner,1,N,N,1
138779,-12410,Working,0,N,N,1
37429,0,Student,1,N,Y,1
170148,-3650,Working,3,N,N,1
521265,-4015,Commercial associate,1,Y,Y,0
279348,-6935,Working,3,N,N,1
170953,-2190,Working,0,N,Y,1
278706,365243,Pensioner,3,N,Y,1
375634,-10220,Working,0,Y,N,0
440776,-2920,Working,2,Y,N,1
217060,-4745,Commercial associate,1,N,Y,1
469750,-5840,Working,0,N,N,1
430278,-8395,State servant,1,Y,Y,0
268247,365243,Pensioner,0,Y,N,1
294909,-5840,State servant,0,N,Y,0
439832,-1825,Working,3,Y,Y,0
53135,365243,Pensioner,0,N,Y,1
477236,-1095,Working,0,Y,Y,0
419832,-1460,Commercial associate,3,N,N,1
912384,-14235,Commercial associate,0,N,Y,0
195110,-8760,State servant,0,N,Y,1
292534,-365,Commercial associate,2,N,Y,1
295270,365243,Pensioner,0,N,N,1
670908,-7665,Commercial associate,1,N,Y,0
574041,-5475,Commercial associate,2,Y,N,0
311591,-2920,Working,1,Y,Y,0
266070,-8395,State servant,2,N,Y,1
391211,-5110,Working,1,N,Y,1
396202,-12410,Working,1,N,N,1
338147,-6205,Working,1,Y,Y,0
550363,-10220,Commercial associate,0,N,Y,0
606798,-2920,Commercial associate,0,Y,N,1
336515,-6935,Working,2,Y,N,1
261376,-2190,State servant,0,N,Y,1
236995,-1460,State servant,3,Y,Y,0
417868,-5110,State servant,3,N,Y,0
55817,365243,Pensioner,0,N,N,1
332359,-10950,Working,3,Y,N,0
197491,-12775,Working,1,Y,Y,1
302345,-9855,Working,0,N,Y,0
291405,-12775,Working,0,N,Y,1
305729,-1460,Working,0,N,N,1
296087,-14235,Working,0,N,Y,1
274130,-12045,Working,2,N,Y,1
253306,-2555,Working,0,N,Y,1
923138,-2190,Commercial associate,0,Y,Y,0
247089,-4380,Working,1,N,Y,1
234706,-8030,Working,0,N,N,1
431149,-8395,Working,1,N,N,0
294286,-730,Working,3,N,Y,1
275513,-4015,State servant,0,N,Y,1
257540,-2920,Working,1,N,Y,1
594843,-365,State servant,0,N,Y,1
113409,-13870,Working,1,N,N,1
287514,365243,Pensioner,0,Y,Y,1
114927,-2920,Working,0,Y,Y,1
349307,-3650,Working,2,N,Y,1
290588,-6570,Working,3,N,Y,1
652044,-7300,Commercial associate,1,Y,Y,0
259306,-3650,Working,1,Y,Y,1
68340,365243,Pensioner,2,N,Y,1
335997,-5110,Working,0,Y,Y,0
90653,365243,Pensioner,0,N,Y,1
291599,-4745,Working,0,N,Y,1
203756,-1095,State servant,0,N,N,1
246681,365243,Pensioner,2,N,N,1
354536,-10585,Working,0,N,Y,1
283068,-8030,Working,2,N,Y,1
83430,365243,Pensioner,0,Y,N,1
274430,-6205,Working,0,N,Y,1
211683,-10585,Working,0,N,N,1
19099,0,Student,2,N,Y,1
160891,-8030,Working,0,N,Y,1
139513,-730,Working,0,N,Y,1
123848,-6205,Working,1,N,N,1
116552,-730,Working,0,N,Y,1
618144,-5110,Commercial associate,0,Y,N,0
257046,-7665,State servant,2,N,Y,1
262348,-2920,Working,0,N,Y,1
46312,0,Student,0,N,Y,1
274022,-10585,Working,3,Y,N,1
466292,0,Working,2,N,N,1
191066,-8395,Working,1,N,N,1
200904,-10950,Working,3,Y,Y,1
389136,-7300,Working,1,Y,N,1
423724,-8030,Working,0,N,N,0
125122,365243,Pensioner,0,N,N,1
70729,365243,Pensioner,0,N,N,1
230317,-3650,Working,2,Y,N,1
373217,-14235,Working,0,N,N,1
320354,-730,Working,1,N,N,1
51885,365243,Pensioner,2,Y,Y,1
237521,-1095,Working,0,Y,N,1
913037,-1460,Commercial associate,0,Y,Y,0
416992,-7300,Working,1,N,N,1
176872,-9490,Working,0,N,N,1
118141,-11680,Working,1,Y,N,1
273854,-5840,Working,0,N,Y,1
920290,-13505,Commercial associate,1,Y,Y,0
120521,-8030,Working,0,N,Y,1
498599,-6205,Working,1,Y,N,1
670864,-8030,Commercial associate,1,N,Y,0
93163,365243,Pensioner,2,N,Y,1
20074,0,Student,0,N,N,1
160888,365243,Pensioner,0,N,N,1
633647,-7665,Commercial associate,0,N,Y,0
192076,365243,Pensioner,1,Y,Y,1
452919,-730,Working,0,Y,Y,1
207014,-10585,Working,0,Y,N,1
54902,365243,Pensioner,1,N,N,1
186207,365243,Pensioner,0,N,Y,1
80993,365243,Pensioner,1,Y,N,1
340021,-5475,Working,1,Y,N,0
48707,0,Student,1,N,Y,1
422777,-13505,Working,0,N,Y,0
708180,-13870,Commercial associate,0,N,Y,0
421070,-730,Working,1,Y,N,1
575876,-11680,Commercial associate,0,N,N,0
638345,-8395,Commercial associate,1,N,Y,0
217352,-9125,Commercial associate,0,N,Y,0
4121,0,Student,0,N,Y,1
195011,-13140,Working,1,Y,N,1
826701,-2190,Commercial associate,0,N,Y,1
292582,-1095,State servant,1,N,Y,1
420480,-10585,Working,0,N,Y,0
403166,-9855,Working,0,N,Y,0
210230,-2555,Working,2,Y,N,1
457832,-9125,Working,0,Y,N,0
581087,-1825,State servant,2,N,Y,1
86679,0,Student,1,Y,Y,1
71050,0,Student,0,N,N,1
383052,-2555,Working,2,N,Y,1
139871,-2555,Working,0,N,Y,1
343148,-2555,Working,1,N,Y,1
239091,-7665,State servant,2,N,Y,0
261039,-1095,Working,1,N,Y,1
166247,-4745,Working,0,N,Y,1
119944,-12775,Working,1,N,Y,1
359381,-1460,Working,0,N,Y,1
64020,365243,Pensioner,0,N,N,1
278372,-2190,Commercial associate,1,N,N,1
303737,-4015,Working,0,N,N,1
805452,-4380,Commercial associate,3,N,Y,0
941207,-13140,Commercial associate,0,Y,N,0
672320,-10585,Commercial associate,1,N,Y,0
401970,-10585,Working,2,N,Y,0
508357,-7300,Commercial associate,0,N,Y,0
465695,-8760,State servant,0,Y,Y,0
267065,365243,Pensioner,1,N,N,1
586651,-365,Commercial associate,1,N,N,1
498815,-10220,Commercial associate,1,N,Y,0
236091,-5840,Commercial associate,0,N,N,1
196726,-6570,Working,1,Y,N,1
141087,365243,Pensioner,0,N,N,1
366028,-10950,State servant,0,N,Y,0
168879,-9490,Working,1,N,N,1
252627,-12045,Working,0,Y,Y,1
714406,-1825,Commercial associate,2,N,Y,0
434091,-8395,Working,1,N,Y,0
588580,-12775,State servant,3,N,N,0
863819,-11315,Commercial associate,0,N,Y,0
582762,-730,Commercial associate,2,Y,N,1
328934,-8760,Commercial associate,0,N,Y,0
448886,-10220,Working,1,Y,N,1
276375,-6205,Working,0,Y,Y,1
718372,-10950,Commercial associate,2,Y,N,0
328081,-6935,Commercial associate,1,N,N,0
363088,-5840,Working,0,Y,N,1
93499,0,Student,0,N,N,1
530366,-2920,State servant,0,N,N,1
331948,-10220,Working,0,Y,Y,0
666568,-11315,Commercial associate,1,N,N,1
632233,-6205,Commercial associate,1,Y,Y,0
116035,-8030,Working,0,N,Y,1
466867,-6205,Working,1,Y,N,0
100617,-4380,Working,0,N,Y,1
51467,0,Student,0,N,Y,1
317188,0,Working,0,N,Y,1
980638,-13870,Commercial associate,0,Y,Y,0
479403,-5110,Commercial associate,0,N,Y,0
372202,-365,State servant,2,N,Y,0
760483,-3650,Commercial associate,0,Y,Y,0
156057,-5475,Working,2,N,Y,1
519798,-13505,State servant,2,Y,Y,0
995795,-11680,Commercial associate,3,Y,Y,0
250320,-10585,Working,3,N,Y,1
268879,-12045,Working,1,N,N,1
427003,-14235,State servant,0,N,Y,0
266424,365243,Pensioner,0,Y,N,1
256627,-4745,Working,0,N,Y,1
247227,-365,Working,2,N,N,1
129741,365243,Pensioner,0,N,Y,1
449132,-4015,State servant,0,Y,N,0
391955,-12775,Working,0,Y,Y,0
701706,-4380,Commercial associate,2,N,Y,0
1071,0,Student,2,Y,Y,1
482098,-6935,Commercial associate,0,N,Y,0
373592,-10585,Working,0,N,N,1
530516,-4015,State servant,3,Y,Y,0
28304,0,Student,0,N,N,1
215416,0,State servant,1,N,Y,1
213102,-12775,Working,0,Y,Y,1
488370,-13505,Working,0,N,Y,0
130569,-11315,Working,1,N,Y,1
292706,365243,Pensioner,0,Y,N,1
438371,-8395,Working,1,N,Y,0
24802,0,Student,1,N,Y,1
48742,0,Student,0,N,Y,1
342217,-13140,Working,2,N,Y,1
132400,-3285,Working,0,N,N,1
319798,0,Working,0,N,N,1
358810,-9125,Working,2,N,Y,1
495935,-8395,Working,0,Y,Y,0
226223,-5840,Working,0,N,N,1
218501,-9125,Working,1,Y,Y,1
27775,0,Student,1,N,N,1
562421,-12775,State servant,2,Y,N,0
420628,-4380,State servant,0,Y,Y,0
192476,-13505,Working,0,Y,Y,1
177261,-13870,Working,2,Y,N,1
215155,0,Working,0,N,Y,1
524424,-10585,Commercial associate,1,N,N,0
410594,0,Working,0,N,Y,1
100203,-12045,Working,0,Y,N,1
646661,-4380,Commercial associate,0,N,Y,0
489376,-6205,State servant,2,N,N,0
212716,-8760,Working,0,Y,Y,1
195981,-2920,Working,0,N,Y,1
275709,365243,Pensioner,1,N,Y,1
287922,-7665,Working,2,N,N,1
327142,-6205,State servant,0,N,Y,0
292459,-3650,Working,0,N,Y,1
673908,-2920,Commercial associate,1,Y,Y,0
315796,-7665,Working,1,Y,Y,1
497241,0,Working,0,Y,Y,0
410970,-13505,Working,2,Y,Y,1
928052,-8395,Commercial associate,2,Y,N,0
401788,-4745,Working,0,N,Y,0
325209,-730,Working,0,N,Y,1
218192,-7300,Working,1,Y,Y,1
231469,-3285,Working,1,N,N,1
272469,-5475,Working,0,N,Y,1
612264,-6205,Commercial associate,2,N,N,1
355948,-11680,Working,2,N,Y,0
77462,0,Student,0,N,Y,1
157293,-13140,State servant,0,Y,Y,0
216032,-9125,Working,0,Y,Y,1
184679,-730,Working,0,Y,Y,1
601843,-365,Commercial associate,1,N,Y,1
289787,365243,Pensioner,0,N,N,1
249151,-9490,Working,0,N,N,1
110248,-4380,Working,1,N,Y,1
451849,-3285,Working,0,Y,Y,0
589744,-2555,Commercial associate,3,N,Y,1
267230,0,Working,1,Y,Y,1
915215,-12045,Commercial associate,1,Y,Y,0
169086,365243,Pensioner,1,Y,N,1
267115,-5840,Working,2,N,Y,1
246676,-7300,Working,3,N,N,1
496986,-7300,Working,1,N,N,1
115573,-730,Working,1,Y,N,1
113015,-2555,Working,1,N,N,1
350438,-730,Working,2,N,N,1
342830,-13870,State servant,0,N,Y,0
369969,-2190,Working,0,Y,N,1
590811,-2920,Commercial associate,0,N,Y,0
155504,-11315,Working,0,N,Y,1
168774,-365,Working,1,N,N,1
327887,-7665,State servant,1,N,N,0
108271,365243,Pensioner,1,N,Y,1
256520,-730,Working,2,Y,N,1
287557,-10950,State servant,2,N,N,1
188635,-6570,State servant,3,N,Y,0
222889,365243,Pensioner,0,N,Y,1
364319,-13505,Working,1,Y,Y,0
231499,-1825,State servant,0,Y,Y,1
206395,-6570,Commercial associate,0,N,Y,1
122466,-5110,Working,0,N,Y,1
497435,-13870,State servant,0,N,N,0
323133,-9855,Working,3,N,Y,1
425520,-8395,State servant,2,N,N,0
286087,-1460,Working,0,N,Y,1
30593,0,Student,0,N,N,1
759978,0,Commercial associate,0,N,Y,0
615890,-8395,Commercial associate,2,Y,Y,0
199364,-4015,Working,1,Y,N,1
981575,-8030,Commercial associate,1,Y,N,0
314156,-730,Working,1,Y,Y,1
175012,-11315,Working,1,N,N,1
167145,-9490,Working,0,N,Y,1
343439,-3285,Working,0,N,Y,0
186356,-12775,Working,2,N,Y,1
101986,-9490,Working,3,N,Y,1
409031,-6570,Working,1,Y,N,0
389459,-14235,State servant,0,N,N,0
203879,365243,Pensioner,0,Y,Y,1
18090,0,Student,0,N,Y,1
439482,-10585,Working,0,N,N,1
364750,-10585,Commercial associate,1,Y,Y,0
292874,-8395,Commercial associate,0,N,Y,1
274133,-5840,Working,0,N,Y,1
143702,-11315,Working,2,N,Y,1
126477,-730,Working,1,N,N,1
589903,-10220,State servant,1,Y,N,0
482896,-13505,Commercial associate,1,N,Y,0
283576,-2920,Working,0,N,N,1
265812,365243,Pensioner,1,N,N,1
337134,-2920,Working,1,N,N,1
497960,-1460,Working,1,Y,Y,1
722203,-8395,Commercial associate,0,N,Y,0
406764,-5110,State servant,1,N,Y,0
138921,-1095,Working,0,Y,Y,1
740635,-5475,Commercial associate,0,N,Y,0
181403,-4015,State servant,0,Y,N,0
317307,-10585,Working,0,N,Y,0
797170,-13870,Commercial associate,1,N,Y,0
384676,-1095,State servant,0,Y,Y,0
216375,365243,Pensioner,1,Y,Y,1
346404,-8760,Working,1,N,Y,0
241786,-8760,Working,1,N,Y,1
222184,-1095,Working,1,Y,N,1
328745,-7300,Working,2,N,Y,0
152328,-13140,Working,0,Y,Y,1
102770,-3285,Working,1,Y,Y,1
395169,-1825,Working,0,N,Y,0
258266,-8395,Commercial associate,0,N,Y,0
385323,-12045,Commercial associate,1,Y,N,0
113144,-6205,Working,1,N,N,1
218405,365243,Pensioner,1,N,N,1
398950,-4380,Working,1,Y,N,0
303265,-13140,Working,0,N,N,1
311000,-1825,Working,0,N,N,1
224388,365243,Pensioner,0,N,N,1
426707,-10585,Commercial associate,0,Y,Y,0
131757,365243,Pensioner,0,N,Y,1
127161,-3285,Working,1,Y,N,1
399162,-12410,Working,0,N,Y,0
209015,-8395,Working,0,N,Y,1
194906,365243,Pensioner,0,N,N,1
69384,0,Student,0,Y,Y,1
77151,365243,Pensioner,0,N,N,1
324188,-5475,Commercial associate,0,Y,N,0
167611,365243,Pensioner,1,Y,Y,1
666683,-1095,Commercial associate,2,Y,N,0
475156,-2190,State servant,2,Y,Y,0
399530,-3285,Working,0,N,Y,0
241295,-3285,Working,2,Y,Y,1
120880,365243,Pensioner,1,N,Y,1
260747,-365,Working,1,N,Y,1
122878,-11680,Working,0,Y,N,1
111598,-1825,Working,1,Y,Y,1
173723,-2920,Working,1,N,Y,1
920820,-12410,Commercial associate,0,Y,N,0
424262,-2190,Working,1,N,Y,1
234568,-10950,State servant,1,N,Y,1
73033,365243,Pensioner,2,Y,Y,1
284622,-6570,Commercial associate,0,N,Y,1
170845,-6935,Working,0,N,N,1
139404,-10585,Working,0,N,Y,1
100645,-8395,Working,1,N,N,1
95221,365243,Pensioner,1,N,N,1
489943,-13505,Working,0,N,N,1
508780,-5475,State servant,0,N,Y,0
353940,-8395,Working,1,N,Y,1
203136,365243,Pensioner,0,Y,N,1
175391,-8030,State servant,0,Y,Y,0
822060,-7300,Commercial associate,0,N,N,0
954660,-9855,Commercial associate,0,Y,Y,0
125314,-8395,Working,0,N,Y,1
263454,365243,Pensioner,1,N,Y,1
305788,-13140,Working,0,N,Y,1
192013,-6935,Working,0,N,N,1
302421,-10950,Working,1,N,Y,0
157160,-10220,State servant,2,Y,N,1
266373,-13505,Working,2,N,N,1
431372,-9125,Commercial associate,2,N,Y,0
233770,-10220,Working,1,N,Y,1
81604,365243,Pensioner,0,N,Y,1
408820,-3285,Working,0,N,N,1
398641,-3285,Working,1,Y,Y,1
161488,-3285,Working,0,N,N,1
213346,-6570,Working,0,Y,Y,0
209001,-3650,Working,0,N,Y,1
421238,-12775,Working,0,N,Y,0
240786,-6570,Working,0,N,Y,1
328443,-11680,Working,1,Y,Y,0
358155,-4380,Working,3,N,Y,0
421691,-8760,State servant,3,Y,Y,0
254301,365243,Pensioner,0,N,Y,1
152600,-13870,Working,1,N,Y,1
243165,-9490,Working,1,N,Y,1
185938,-3650,Working,2,Y,Y,1
789325,-730,Commercial associate,1,Y,Y,1
599600,-14235,Commercial associate,3,Y,Y,0
530606,-5475,Commercial associate,0,N,Y,0
804275,-12410,Commercial associate,1,Y,N,0
196649,365243,Pensioner,0,N,Y,1
455351,-12045,Working,0,N,N,1
132475,365243,Pensioner,2,N,Y,1
209430,-8760,State servant,1,N,Y,1
516001,-14235,Commercial associate,0,N,Y,0
186379,-7300,Working,0,N,N,1
789320,0,Commercial associate,2,Y,Y,1
47594,0,Student,1,N,Y,1
539035,-4015,Commercial associate,1,N,Y,0
158277,-1825,Working,1,Y,Y,1
309087,-4380,Working,0,N,N,0
676812,-11680,Commercial associate,0,N,Y,0
477874,-12410,Working,0,N,Y,1
363735,-6570,Working,0,N,Y,0
318850,-6935,Working,0,N,N,1
163417,365243,Pensioner,0,N,Y,1
72011,365243,Pensioner,2,N,N,1
131104,-6570,Working,1,N,N,1
527324,0,Commercial associate,1,Y,N,1
85084,365243,Pensioner,0,N,N,1
126034,365243,Pensioner,1,N,N,1
454432,-9855,Working,0,N,N,1
205879,365243,Pensioner,0,N,N,1
232602,-3285,Working,0,N,Y,1
193232,-5475,Working,3,N,N,1
223505,-4380,Working,1,N,N,1
324040,-14235,Working,0,N,Y,1
383197,-10585,Working,2,Y,N,1
515107,-730,Commercial associate,0,Y,Y,0
545632,-4015,State servant,0,N,Y,0
152806,365243,Pensioner,0,N,Y,1
957906,-7665,Commercial associate,0,N,Y,0
142902,365243,Pensioner,1,N,Y,1
766829,-10220,Commercial associate,2,N,Y,0
141617,-13140,Working,0,N,N,1
357883,-13505,Commercial associate,3,N,Y,0
293537,-8760,Working,2,N,N,1
937973,-6205,Commercial associate,1,N,N,0
255448,365243,Pensioner,0,N,Y,1
12464,0,Student,0,N,Y,1
477275,-6935,Working,1,N,Y,0
185230,-2555,Working,0,N,Y,1
470682,-12045,Working,0,N,Y,0
134699,-8395,Working,1,N,Y,1
433240,-10585,Working,0,N,N,1
286202,365243,Pensioner,1,N,Y,1
430556,-11315,Working,1,N,Y,1
213297,365243,Pensioner,0,N,Y,1
296209,-8760,Working,0,N,Y,1
298752,-2190,Working,2,N,Y,1
357205,-6935,Working,1,N,Y,1
228104,-12775,Working,1,Y,Y,1
426888,-10585,State servant,1,Y,Y,0
479442,-5475,Working,0,N,Y,0
287326,-10585,Working,2,N,N,1
97595,365243,Pensioner,1,N,N,1
174539,-7300,Working,0,N,Y,1
126403,-13140,Working,0,Y,Y,1
68464,365243,Pensioner,1,Y,N,1
436721,-8030,Working,0,N,Y,1
141714,365243,Pensioner,0,N,Y,1
276323,-8030,Commercial associate,0,N,N,1
229006,-10220,Working,0,Y,N,1
445230,-365,Working,0,N,N,1
395239,-6935,Working,1,N,Y,1
104876,-3650,Working,1,N,Y,1
202699,-12775,Working,1,N,N,1
11881,0,Student,1,N,Y,1
447717,-1825,Working,0,N,N,1
227198,-12410,Working,0,N,N,1
390575,-9855,State servant,3,N,Y,0
285493,-4380,Working,0,Y,N,1
372020,-9855,Working,0,Y,N,1
259591,365243,Pensioner,1,N,N,1
288000,365243,Pensioner,1,N,Y,1
338047,-12410,Working,2,N,Y,0
876547,-9490,Commercial associate,0,Y,Y,0
170854,-7665,Working,0,N,Y,1
86022,365243,Pensioner,2,N,N,1
185249,365243,Pensioner,2,N,Y,1
229959,-10950,Working,1,N,Y,1
348380,-6570,Working,1,N,Y,1
510466,-6935,State servant,2,N,N,0
235940,-12410,State servant,0,N,Y,0
367571,-10220,Working,0,N,N,1
203799,365243,Pensioner,1,Y,N,1
477762,-4745,Working,0,N,Y,1
432427,-6570,Working,1,N,Y,0
281048,365243,Pensioner,0,Y,N,1
75177,365243,Pensioner,1,N,N,1
256478,-9125,Working,1,N,Y,1
497330,-12410,Working,0,N,N,0
139762,365243,Pensioner,0,Y,Y,1
769574,-12045,Commercial associate,1,Y,Y,0
125169,-10950,Working,1,Y,Y,1
192246,-730,Working,1,N,Y,1
232662,0,State servant,1,N,Y,1
347135,-12410,Working,0,Y,Y,0
290141,-8030,Working,1,N,N,1
390274,-5475,Working,0,N,Y,0
143394,-3285,Working,1,N,Y,1
331088,-1095,Working,2,N,N,1
728926,-12775,Commercial associate,0,N,Y,0
419389,-9490,Working,0,Y,Y,0
154617,-7300,Working,0,N,Y,1
117804,-13505,Working,0,N,N,1
299646,-9125,Working,1,N,N,1
168116,-5475,Working,1,Y,Y,1
308262,-13505,Working,0,Y,Y,0
456539,-11315,Working,0,N,Y,0
353115,-5110,Commercial associate,2,N,Y,0
253141,-1095,Working,0,N,N,1
476437,-9855,Working,3,N,Y,0
125044,-12775,Working,0,N,Y,1
396289,-3285,Commercial associate,2,N,Y,0
50370,0,Student,2,Y,Y,1
357519,-4745,Working,0,Y,N,1
342020,-10220,Working,2,N,Y,1
77057,365243,Pensioner,0,Y,N,1
696107,-365,Commercial associate,3,N,N,1
643719,-7300,Commercial associate,0,Y,Y,0
428278,-11315,Working,2,Y,Y,0
385570,-1095,Working,0,N,Y,1
335026,-9855,Commercial associate,0,Y,N,0
81364,0,Student,0,N,Y,1
644281,-2920,Commercial associate,0,N,N,1
226724,365243,Pensioner,3,Y,Y,1
168809,-12775,Working,0,Y,Y,1
284722,365243,Pensioner,0,N,Y,1
284990,-3650,Working,2,Y,Y,1
472794,-3285,State servant,0,N,Y,0
806761,-11315,Commercial associate,0,N,Y,0
234281,-2190,Commercial associate,0,Y,N,0
79898,365243,Pensioner,0,N,Y,1
474735,-2190,Working,1,Y,Y,1
460236,-9490,Commercial associate,0,N,N,0
430619,-2190,Working,1,N,Y,0
727040,-13505,Commercial associate,1,Y,Y,0
637986,-3285,Commercial associate,0,N,N,0
315378,-2555,Working,2,N,N,1
185765,-1460,Working,1,N,Y,1
409049,-13505,Working,1,N,Y,0
638702,-730,Commercial associate,0,Y,Y,0
478456,-10220,Commercial associate,2,N,N,1
496222,-8760,Working,0,Y,Y,0
250290,365243,Pensioner,1,Y,Y,1
988161,-12775,Commercial associate,0,N,N,1
354276,-4380,State servant,1,Y,N,0
175282,-11315,State servant,1,N,Y,1
1066,0,Student,0,Y,Y,1
447087,-730,Commercial associate,1,N,Y,1
300250,-5840,Working,3,Y,N,1
349832,-2555,Commercial associate,1,N,Y,0
459578,-13505,Commercial associate,1,Y,N,0
69543,0,Student,2,N,N,1
338159,-8395,Working,1,N,N,1
478854,-10950,Working,0,N,Y,0
167124,365243,Pensioner,2,N,Y,1
264251,-7665,Working,0,N,Y,1
215503,-1460,Working,0,Y,N,1
347462,-10220,Commercial associate,1,Y,N,0
277969,-14235,Commercial associate,0,N,Y,1
468971,-5475,Working,1,N,Y,1
285504,-12045,Commercial associate,0,N,N,0
351933,-3285,Working,1,Y,Y,0
409456,-7665,Working,0,N,Y,1
143324,-8760,Working,0,N,Y,1
358808,-13870,Working,0,N,Y,0
209982,-6205,Working,1,N,Y,1
341964,-5475,Commercial associate,1,N,N,0
693855,-9490,Commercial associate,0,N,Y,0
372747,-9490,Working,0,Y,Y,0
150694,365243,Pensioner,3,N,Y,1
206243,0,Working,1,N,N,1
435779,-9125,Working,0,N,N,1
280085,-2555,Commercial associate,0,N,Y,1
645861,-1460,Commercial associate,0,N,Y,1
442414,-13505,Working,1,N,Y,0
479523,-3650,Working,1,Y,Y,0
761048,-730,Commercial associate,1,N,Y,1
390877,-9490,State servant,0,N,Y,0
210629,-7300,Working,1,Y,N,1
114472,-8395,Working,2,N,N,1
496977,-2920,Commercial associate,1,N,Y,0
462282,-12775,State servant,2,N,N,1
441241,-13505,State servant,0,Y,Y,0
984229,-8030,Commercial associate,2,N,Y,0
496423,-3650,Working,1,N,Y,1
462072,-11680,Working,1,Y,N,1
332735,-3650,State servant,1,Y,Y,0
283551,-2555,Working,3,N,N,1
279718,-9855,Working,2,N,Y,1
191568,-2190,Working,0,N,N,1
188760,-12775,Working,2,Y,Y,1
155508,-7300,Working,0,N,N,1
279881,-6205,Working,0,Y,Y,1
334595,-1095,Commercial associate,1,N,N,1
388825,-13870,State servant,0,N,Y,0
115191,365243,Pensioner,0,N,Y,1
293350,365243,Pensioner,2,N,N,1
310709,-5110,Commercial associate,2,Y,Y,0
145822,365243,Pensioner,1,N,Y,1
227428,-4745,Commercial associate,0,Y,Y,0
209122,-8760,Working,1,N,Y,1
210545,-3650,Working,3,Y,Y,1
191007,-4015,Working,3,N,N,1
362141,-12045,Working,1,Y,N,1
243960,-10585,Working,0,N,Y,1
294784,-12775,Working,0,N,Y,1
668486,-12775,Commercial associate,1,N,Y,0
325300,-2920,Working,0,N,Y,1
603662,-2190,Commercial associate,2,Y,Y,0
489454,-3650,Working,0,Y,N,1
357870,-11315,Working,1,N,Y,0
107707,365243,Pensioner,0,N,N,1
304402,-9125,Working,0,N,N,0
138457,-4380,Working,0,Y,Y,0
376363,-6570,Working,0,N,N,1
382790,-8030,Working,2,N,Y,1
218189,-10950,Working,0,N,Y,1
451079,-5840,Working,0,N,Y,0
449246,-7665,Commercial associate,3,N,Y,0
441434,-9125,Working,2,N,N,1
237090,-10220,Working,0,N,Y,1
475775,-6570,Working,1,N,N,1
194564,-9490,Working,0,N,Y,1
499820,-4745,Working,0,N,N,1
55108,365243,Pensioner,1,N,Y,1
379066,-3650,State servant,3,N,Y,0
368508,-9125,Working,0,N,Y,1
467733,-365,Working,1,N,Y,1
544956,-4380,State servant,1,N,Y,0
245607,365243,Pensioner,0,N,N,1
193209,365243,Pensioner,1,N,Y,1
8498,0,Student,0,Y,Y,1
103911,-6205,Working,1,N,Y,1
161727,-4015,Working,1,Y,N,1
114385,365243,Pensioner,0,N,N,1
846943,-5840,Commercial associate,2,N,N,0
258454,-10950,Working,0,Y,N,1
466272,-365,Working,1,Y,Y,0
2469,0,Student,0,N,N,1
469686,-5110,Working,0,N,Y,0
56741,0,Student,1,N,N,1
320299,-1460,Working,1,N,N,1
149316,-1460,Working,1,N,Y,1
455407,-12045,Working,3,Y,Y,0
497696,-12775,Working,1,N,N,1
184262,-4015,State servant,1,N,N,1
479201,-12045,Working,1,N,N,1
124209,-13140,Working,1,N,N,1
193406,-10585,Working,0,N,Y,1
267322,365243,Pensioner,2,N,Y,1
474386,-13870,Working,3,N,N,1
286889,-8760,Working,3,N,N,1
180928,-11315,Working,0,N,Y,1
56768,365243,Pensioner,0,N,Y,1
108704,365243,Pensioner,1,N,Y,1
320799,-1460,Working,0,N,Y,1
583861,-2555,State servant,0,Y,Y,0
440478,-2920,Working,2,N,Y,1
350565,-1460,Working,1,N,N,1
291731,365243,Pensioner,3,Y,Y,1
243041,-12775,Working,1,N,N,1
9029,0,Student,0,N,N,1
431946,-2920,Commercial associate,0,N,N,1
483029,-8395,Working,1,Y,Y,0
253514,-9855,Working,0,N,Y,1
943351,-730,Commercial associate,1,Y,Y,0
236122,-1825,Commercial associate,1,Y,Y,1
413913,-365,Working,0,N,N,1
245911,-1825,Commercial associate,2,Y,Y,1
221015,-6570,Working,0,N,Y,1
377622,-1095,State servant,0,Y,N,0
438773,-4380,Working,0,N,Y,0
903231,-8760,Commercial associate,2,N,N,0
591049,-13505,State servant,0,Y,Y,0
523832,-5110,State servant,0,N,Y,0
51147,365243,Pensioner,2,Y,N,1
166830,365243,Pensioner,0,N,Y,1
414174,-10950,Commercial associate,0,N,Y,0
